,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Helthcare_2,Shops_1,Shops_2,Rooms_outlier,HouseFloor_outlier,HouseYear_outlier,LifeSquare_nan,DistrictSize,new_district,IsDistrictLarge,MedPriceByDistrict,MedPriceByFloorYear,Price
2764,3.0,106.59827624102176,65.22196586417009,12.0,15,16.0,2013,0.188783766,1,1,31,6137,4,0,1,1,0,0,0,0,78.0,0,0,260713.64222568052,173987.19085325956,477485.6449082589
2765,3.0,78.22760455125234,46.38371305161672,10.0,13,17.0,1996,0.069753361,1,1,53,13670,4,1,11,1,0,0,0,0,74.0,0,0,329057.8277837874,232825.53906714258,325200.72675194265
2766,2.0,64.56592977765885,58.56592977765885,3.0,14,25.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,1,377.0,0,1,143681.1841476016,184486.69433545138,162427.26828847994
2767,2.0,59.49924253949579,34.31478893732645,10.0,7,17.0,2007,0.309479124,1,1,35,7715,4,0,6,1,0,0,0,0,19.0,0,0,189549.07068753184,221027.67238496797,271009.88643476996
2768,2.0,54.39922301983204,32.995435802809595,8.0,6,16.0,1985,0.122190486,1,1,25,4724,2,1,3,1,0,1,0,0,69.0,0,0,219273.32985656726,231293.38628897647,263123.6728731739
2769,1.0,44.85071141605378,38.85071141605378,3.0,7,17.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,0,0,1,578.0,0,1,117801.20493288733,192538.8720151198,133308.47908279492
2770,2.0,64.06314855146861,44.25138344350212,7.0,3,8.0,1958,0.081943463,1,1,20,2738,20,1,4,1,0,0,0,0,1.0,0,0,508126.27895490616,180026.27472052464,452422.84378254926
2771,1.0,32.66437965834057,20.130882448693484,5.0,9,9.0,1970,0.050272014,1,1,21,4231,14,0,3,1,0,1,0,0,17.0,0,0,189438.39756793977,192538.8720151198,173512.08294459432
2772,3.0,104.15151303459466,98.15151303459466,3.0,19,25.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,1,377.0,0,1,155760.41968882288,175836.38525932154,244106.46672809188
2773,1.0,31.297256502104624,27.415963977478537,3.0,1,1.0,2016,0.034656082,1,1,0,168,0,0,0,1,0,1,0,0,377.0,0,1,103905.55860519898,183654.6970119634,73923.25705520227
2774,2.0,64.13446724463208,65.60843683460688,3.0,16,17.0,1977,0.0071223169999999,1,1,1,264,0,0,1,1,0,0,0,0,445.0,0,1,202078.69215108693,175836.38525932154,191639.5193493449
2775,3.0,61.145000661000616,48.37064292424242,5.0,9,9.0,1974,0.333891544,1,1,30,6564,1,0,0,1,0,0,0,0,30.0,0,0,252413.2312127967,192538.8720151198,237559.04740766663
2776,2.0,61.93324195395563,36.95878055129681,10.0,16,17.0,1989,0.0,1,1,30,5562,0,0,5,0,0,0,0,0,10.0,0,0,241056.0422181488,266407.1771777748,249352.22417685195
2777,2.0,53.6965264452508,14.525565550611796,9.0,14,17.0,2014,0.2432045189999999,1,1,5,1564,0,0,0,1,0,0,0,0,333.0,0,1,178456.9735752324,173987.19085325956,155328.62836987327
2778,2.0,48.14522289033406,32.4683616721952,5.0,9,9.0,1974,0.012338886,1,1,35,5776,1,2,4,1,0,0,0,0,66.0,0,0,188197.95934809052,192538.8720151198,193758.4617306638
2779,2.0,48.73851490440331,31.909111850655773,6.0,6,9.0,1972,0.135649789,1,1,46,7960,6,3,11,1,0,0,0,0,15.0,0,0,293578.351268233,192538.8720151198,225324.94635133995
2780,2.0,46.57320476140736,29.68657333169928,6.0,9,9.0,1972,0.012338886,1,1,35,5776,1,2,4,1,0,1,0,0,66.0,0,0,188197.95934809052,192538.8720151198,191070.89526969384
2781,1.0,43.47712018891213,23.248653961836634,10.0,12,22.0,2003,0.090799103,1,1,74,19083,2,5,15,1,0,0,0,0,66.0,0,0,185169.18572935258,250613.2151511065,195018.1580604924
2782,3.0,98.92165680399197,56.69156006031858,11.0,13,17.0,2008,0.158249043,1,1,21,5731,0,1,0,1,0,0,0,0,24.0,0,0,302149.9793426373,250613.2151511065,368944.560537697
2783,1.0,40.57502850132533,42.05730586289188,3.0,6,17.0,1977,0.0071223169999999,1,1,1,264,0,0,1,1,0,0,0,0,445.0,0,1,147390.42564321414,192538.8720151198,148671.40629511603
2784,2.0,41.06949715578874,23.09141741190984,7.0,4,9.0,1965,0.1220903469999999,1,1,29,6566,7,4,0,1,0,0,0,0,26.0,0,0,242225.73118002072,188753.1630208684,214210.31561994474
2785,3.0,76.77257602719588,46.18940022690734,8.0,10,22.0,1991,0.195781053,1,1,23,5212,6,3,2,1,0,0,0,0,18.0,0,0,338968.5841550928,232825.53906714258,365727.6792888328
2786,1.0,43.01731875778312,21.776370718636574,10.0,13,25.0,2013,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,0,377.0,0,1,103905.55860519898,173987.19085325956,114281.51605499338
2787,3.0,79.79820856763293,73.79820856763293,3.0,1,13.0,1977,0.195781053,1,1,23,5212,6,3,2,1,0,1,0,1,71.0,0,0,417664.8974412597,178342.56686107177,401215.31362782535
2788,1.0,54.67372278949247,24.67401110117239,6.0,9,22.0,2012,0.069753361,1,1,53,13670,4,1,11,1,0,0,0,0,74.0,0,0,195428.25684866903,171058.5197985668,262024.1600098666
2789,2.0,39.38933038786035,23.87927541844753,6.0,1,12.0,1970,0.371148999,1,1,34,7065,1,2,5,1,0,1,0,0,102.0,0,1,170900.2142682733,178342.56686107177,158076.81377962348
2790,1.0,38.157393617587424,39.35737674430319,3.0,1,1.0,2018,7.81528e-05,1,1,22,6398,141,3,23,1,0,1,0,0,152.0,0,1,127160.13786863102,183654.6970119634,116243.09425606746
2791,2.0,51.21539058108344,30.222153518904705,7.0,3,12.0,1980,0.386771659,1,1,5,1135,0,0,0,0,0,0,0,0,153.0,0,1,180325.76601073224,180026.27472052464,162107.0925117276
2792,2.0,65.77650282396218,59.776502823962176,3.0,14,17.0,1977,7.81528e-05,1,1,22,6398,141,3,23,1,0,0,0,1,152.0,0,1,177872.2651876468,184486.69433545138,186847.6622160496
2793,1.0,42.0768609016484,36.0768609016484,3.0,1,1.0,1977,7.81528e-05,1,1,22,6398,141,3,23,1,0,1,0,1,152.0,0,1,127160.13786863102,178342.56686107177,119111.1814790092
2794,1.0,45.22126815533073,39.22126815533073,3.0,3,9.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,0,0,1,153.0,0,1,129252.44008922527,180026.27472052464,124755.72412699359
2795,4.0,104.90571026096268,65.51596162228621,10.0,18,22.0,2002,0.069753361,1,1,53,13670,4,1,11,1,0,0,0,0,74.0,0,0,401035.0387161508,234885.52718597956,418195.0786297418
2796,3.0,67.08093141924672,47.257184252523565,9.0,4,12.0,1969,0.300322518,1,1,52,10311,6,1,9,1,0,0,0,0,78.0,0,0,266705.08697586285,188753.1630208684,293164.14650607726
2797,1.0,34.32560526521368,21.182294669017125,5.0,4,5.0,1963,0.069660344,1,1,31,6119,4,1,2,1,0,0,0,0,65.0,0,0,153882.34056498017,188753.1630208684,150284.3708339136
2798,3.0,77.38458950785724,47.04196612899492,10.0,16,16.0,1991,0.111627393,1,1,50,12238,8,2,3,1,0,0,0,0,46.0,0,0,378388.1461811249,266407.1771777748,406257.35694985226
2799,1.0,46.36038505647989,40.36038505647989,3.0,1,1.0,2015,0.069753361,1,1,53,13670,4,1,11,1,0,1,0,1,49.0,0,0,148066.4357945926,183654.6970119634,168034.22118517794
2800,2.0,61.70176679754766,33.34579368687195,11.0,3,10.0,2009,0.0001696759999999,1,1,36,5992,0,1,1,1,0,0,0,0,88.0,0,0,199395.98992073943,238247.4214977755,258955.25332868285
2801,2.0,56.62847410394818,59.025699172239584,10.0,12,17.0,1977,0.011654127,1,1,4,915,0,0,0,1,0,0,0,0,578.0,0,1,167073.34395124693,184486.69433545138,143985.00610182737
2802,2.0,56.79383265977565,38.92873452892562,6.0,4,9.0,1973,0.012338886,1,1,35,5776,1,2,4,1,0,1,0,0,66.0,0,0,188197.95934809052,188753.1630208684,205828.92236137507
2803,1.0,44.82768173664353,20.377861178948457,10.0,10,24.0,2010,0.246031548,1,0,22,3151,4,3,3,1,0,0,0,0,52.0,0,0,152740.87600139205,250613.2151511065,181108.38122418468
2804,1.0,46.16472014006947,40.16472014006947,3.0,4,24.0,1977,0.0071223169999999,1,1,1,264,0,0,1,1,0,0,0,1,445.0,0,1,147390.42564321414,188753.1630208684,138975.0396963907
2805,3.0,67.35340643632648,47.10108548543402,7.0,12,12.0,1976,0.212515361,1,1,19,3293,16,3,7,1,0,0,0,0,18.0,0,0,271109.84489201056,184486.69433545138,297078.3960801502
2806,2.0,61.681522196942325,33.22695635079559,10.0,17,17.0,1992,0.041365446,1,1,31,5569,0,1,4,1,0,0,0,0,39.0,0,0,235745.16441714685,266407.1771777748,237650.93161670625
2807,2.0,54.092733723950325,34.303708192505695,8.0,4,16.0,1980,0.282797669,1,1,33,8667,2,0,6,1,0,0,0,0,62.0,0,0,200863.46792501,188753.1630208684,225123.00061308336
2808,2.0,46.94882213068532,34.99172803496896,6.0,8,12.0,1976,0.130617806,1,1,39,10418,9,1,9,1,0,0,0,0,58.0,0,0,222556.5624232518,192538.8720151198,220728.52784176145
2809,2.0,44.04502412341376,28.706142279218167,5.0,4,5.0,1960,0.486245621,1,1,13,2514,19,0,6,1,0,0,0,0,8.0,0,0,211164.22308967804,188753.1630208684,198013.32527386746
2810,2.0,63.73875024628544,49.442288383872246,10.0,3,15.0,2014,7.81528e-05,1,1,22,6398,141,3,23,1,0,0,0,0,152.0,0,1,177872.2651876468,161884.91034616335,184283.07248555473
2811,2.0,66.09687045897815,32.87777769706308,10.0,13,23.0,2009,0.333891544,1,1,30,6564,1,0,0,1,0,0,0,0,53.0,0,0,200019.0134814035,250613.2151511065,306991.56066624174
2812,1.0,80.53500601712658,3.635646799485855,3.0,1,1.0,1977,0.2432045189999999,1,1,5,1564,0,0,0,1,0,1,0,0,333.0,0,1,131151.38600978858,178342.56686107177,184242.60608453501
2813,3.0,76.88002931309747,48.07059763049942,10.0,16,17.0,1987,0.0922906419999999,1,1,21,4346,2,1,2,1,0,0,0,0,90.0,0,0,258478.47697748936,266407.1771777748,318262.25903805555
2814,2.0,61.58019558737805,55.58019558737805,3.0,24,25.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,1,377.0,0,1,143681.1841476016,175836.38525932154,159564.03411256327
2815,3.0,77.44771975019927,54.240980019768,7.0,4,5.0,1961,0.333891544,1,1,30,6564,1,0,0,1,0,0,0,0,9.0,0,0,243250.62331044863,188753.1630208684,293505.4337558398
2816,3.0,77.25630780858694,48.96858282285992,10.0,6,12.0,2006,0.0006991189999999,1,1,14,3369,24,0,3,1,0,0,0,0,18.0,0,0,371748.61143656366,221027.67238496797,383951.32377663336
2817,2.0,48.16233731929282,31.256560943114994,5.0,3,5.0,1962,0.0144231139999999,1,1,19,3806,4,0,3,1,0,0,0,0,20.0,0,0,223082.1962862076,180026.27472052464,198222.2705016341
2818,3.0,75.43417765765577,42.48023647854807,9.0,22,22.0,1987,0.136244425,1,1,11,2370,0,0,1,1,0,0,0,0,197.0,0,1,243581.54701008857,266407.1771777748,262499.3779974087
2819,2.0,46.73646768430394,30.058232829342977,5.0,2,5.0,1964,0.225824954,0,1,41,6558,7,3,2,1,0,0,0,0,74.0,0,0,192602.6658914552,180026.27472052464,179296.68171601393
2820,2.0,48.69847973975818,33.21282420864376,5.0,5,5.0,1964,0.034331497,1,1,25,5487,3,0,4,1,0,0,0,0,117.0,0,1,184381.69668389653,188753.1630208684,191309.170933797
2821,1.0,33.3889307987255,22.782377466062503,5.0,3,5.0,1962,0.111627393,1,1,50,12238,8,2,3,1,0,1,0,0,46.0,0,0,202336.82056576048,180026.27472052464,157425.88684679547
2822,1.0,36.85095067326775,24.718960258431245,9.0,6,12.0,1972,0.307466659,1,0,30,5048,9,2,5,1,0,0,0,0,49.0,0,0,169333.5333558262,192538.8720151198,177590.36113080976
2823,1.0,35.24725088055907,18.87553262085369,6.0,3,9.0,1971,0.020741326,1,1,24,5613,5,2,5,1,0,0,0,0,29.0,0,0,164021.2019789386,180026.27472052464,158021.4579309305
2824,2.0,56.59433029792958,50.59433029792958,3.0,18,19.0,1977,0.049637257,1,1,34,7759,0,1,3,1,0,1,0,1,104.0,0,1,273668.1661394873,175836.38525932154,288078.9353103278
2825,2.0,54.101987168131465,29.903354304528506,7.0,4,4.0,1952,7.81528e-05,1,1,22,6398,141,3,23,1,0,0,0,0,152.0,0,1,177872.2651876468,188753.1630208684,139970.15323799854
2826,1.0,44.28046728110101,38.28046728110101,3.0,25,25.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,1,377.0,0,1,103905.55860519898,175836.38525932154,117633.31762675648
2827,1.0,52.10324320896092,46.10324320896092,3.0,8,13.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,1,0,1,79.0,0,0,165107.70627407625,192538.8720151198,181708.47113438725
2828,3.0,81.26409040417502,44.60794641362169,12.0,8,17.0,2002,0.178916796,1,1,18,3594,4,1,5,1,0,0,0,0,46.0,0,0,203183.45865871498,221027.67238496797,303119.6247672665
2829,1.0,33.543221610532534,19.421206742440607,5.0,3,5.0,1963,0.149666373,1,1,22,4789,2,4,1,1,0,0,0,0,60.0,0,0,157290.1916921251,180026.27472052464,146429.91797469673
2830,3.0,64.76659486144558,46.40417479125016,6.0,11,12.0,1978,6.99893e-05,1,1,46,10309,1,1,16,1,0,0,0,0,66.0,0,0,291476.3079349831,184486.69433545138,265487.3318935451
2831,1.0,34.78944991938816,19.943391410732428,5.0,5,5.0,1961,0.319809354,1,1,25,4756,16,5,8,1,0,1,0,0,35.0,0,0,147258.73661700048,188753.1630208684,145110.80101166383
2832,1.0,44.49977444312419,38.49977444312419,3.0,1,1.0,1977,0.2432045189999999,1,1,5,1564,0,0,0,1,0,1,0,1,333.0,0,1,131151.38600978858,178342.56686107177,126825.75207833429
2833,3.0,79.01841304949977,49.61311466141884,10.0,11,14.0,1997,0.069753361,1,1,53,13670,4,1,11,1,0,0,0,0,74.0,0,0,329057.8277837874,232825.53906714258,327444.86629037315
2834,2.0,55.89831490068351,31.37936501394752,9.0,12,14.0,2007,0.158249043,1,1,21,5731,0,1,0,1,0,0,0,0,32.0,0,0,228880.11238197176,250613.2151511065,226714.8351661938
2835,1.0,42.72502375162371,20.4397494705691,7.0,2,14.0,2010,0.43788524,1,1,23,5735,3,0,5,1,0,0,0,0,90.0,0,0,161307.525553652,238247.4214977755,171279.68746717984
2836,2.0,60.60078783431382,38.60861515824338,8.0,3,5.0,1958,0.042031587,1,1,37,6856,84,2,5,1,0,0,0,0,7.0,0,0,66421.73669087405,180026.27472052464,116743.72063781109
2837,2.0,66.10673299369402,60.106732993694024,3.0,10,17.0,1977,0.2432045189999999,1,1,5,1564,0,0,0,1,0,0,0,1,333.0,0,1,178456.9735752324,184486.69433545138,180689.4611346852
2838,2.0,64.6021863281613,58.20341460844112,10.0,23,25.0,2019,0.069753361,1,1,53,13670,4,1,11,1,0,0,0,0,74.0,0,0,256069.35831470403,218538.048236916,283212.3925208383
2839,2.0,40.16868497198816,25.214586816843905,7.0,7,9.0,1966,0.034331497,1,1,25,5487,3,0,4,1,0,0,0,0,117.0,0,1,184381.69668389653,192538.8720151198,168888.9719902084
2840,2.0,55.50571106473446,34.59533024050578,8.0,9,12.0,1985,0.050900058,1,1,43,10621,1,2,3,1,0,0,0,0,50.0,0,0,193518.6591764792,231293.38628897647,207944.45563386136
2841,1.0,33.49508731889661,17.328233407574594,5.0,4,5.0,1961,0.319809354,1,1,25,4756,16,5,8,1,0,0,0,0,35.0,0,0,147258.73661700048,188753.1630208684,143066.18124366563
2842,1.0,53.26356107174951,47.26356107174951,3.0,9,13.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,1,0,1,578.0,0,1,117801.20493288733,192538.8720151198,153916.52566193542
2843,2.0,66.86134297046618,65.8346422822604,3.0,4,17.0,1977,0.371148999,1,1,34,7065,1,2,5,1,0,0,0,0,102.0,0,1,170900.2142682733,188753.1630208684,167506.56662935446
2844,1.0,39.11578246938217,21.150873238140928,9.0,11,12.0,1971,0.265088676,1,1,37,5288,0,3,2,1,0,0,0,0,52.0,0,0,152740.87600139205,184486.69433545138,166184.88957766726
2845,1.0,45.17803423823193,39.17803423823193,3.0,10,25.0,1977,0.2432045189999999,1,1,5,1564,0,0,0,1,0,0,0,1,333.0,0,1,131151.38600978858,184486.69433545138,131149.50918959186
2846,2.0,66.23566238810594,60.235662388105936,3.0,2,13.0,1977,0.072157581,1,1,2,629,1,0,0,0,0,1,0,1,578.0,0,1,167073.34395124693,180026.27472052464,192354.10100886627
2847,2.0,57.41543434621534,36.27471222749674,8.0,3,8.0,1958,0.21843974,1,1,21,4472,6,4,7,0,0,0,0,0,7.0,0,0,209152.7845593956,180026.27472052464,237486.25216107417
2848,2.0,49.20656626332695,32.83257397662646,6.0,5,9.0,1976,0.1363303,1,1,30,6141,10,3,6,1,0,0,0,0,20.0,0,0,223082.1962862076,188753.1630208684,221888.8930106986
2849,1.0,47.5997576081341,41.5997576081341,3.0,24,24.0,1977,0.0071223169999999,1,1,1,264,0,0,1,1,0,0,0,1,445.0,0,1,147390.42564321414,175836.38525932154,146603.6546974455
2850,2.0,47.27637789248446,30.73084165467667,5.0,2,9.0,1977,0.100455735,1,1,43,7227,0,1,6,0,0,1,0,0,41.0,0,0,217119.1999410041,180026.27472052464,208560.51769427938
2851,2.0,48.66695284149893,30.99585260676777,6.0,5,9.0,1976,0.0077202819999999,1,1,38,4788,2,0,4,1,0,1,0,0,23.0,0,0,236260.5511704426,188753.1630208684,210364.77998661227
2852,1.0,43.77742840416781,22.09011874659169,10.0,19,22.0,2006,0.219006007,1,1,28,6746,3,1,4,1,0,0,0,0,28.0,0,0,179549.28651877295,234885.52718597956,211264.18326602725
2853,2.0,48.43686052302616,33.961521717752646,7.0,4,12.0,1974,0.089039719,1,1,33,7976,5,0,11,1,0,0,0,0,37.0,0,0,218489.4047424709,188753.1630208684,214640.0205605163
2854,2.0,70.48011132680861,68.61411012153626,12.0,9,17.0,2016,0.050900058,1,1,43,10621,1,2,3,1,0,0,0,0,45.0,0,0,171178.17001884934,171058.5197985668,207130.68067297258
2855,2.0,47.35406382884664,31.484406895686817,6.0,2,9.0,1969,0.038692987,1,1,28,6533,1,2,5,1,0,0,0,0,88.0,0,0,199395.98992073943,180026.27472052464,192696.7360096976
2856,2.0,78.16550988157198,51.01409432177668,10.0,5,5.0,1914,0.0423072709999999,1,1,17,2810,9,3,6,1,0,0,0,0,7.0,0,0,280267.87233305816,385584.6012831924,370206.4248539184
2857,2.0,56.39647501836508,29.173768485531543,11.0,1,16.0,1997,0.012338886,1,1,35,5776,1,2,4,1,0,0,0,0,66.0,0,0,188197.95934809052,184563.26549625464,217709.51337445976
2858,2.0,47.9393208305059,32.70481509898194,6.0,4,9.0,1970,0.265088676,1,1,37,5288,0,3,2,1,0,0,0,0,52.0,0,0,193286.00375273364,188753.1630208684,190946.21685365684
2859,4.0,102.2593336800646,77.66891309008344,9.0,5,5.0,1957,0.118537385,1,1,30,6207,1,1,0,1,0,0,0,0,53.0,0,0,243250.62331044863,188753.1630208684,341956.27298595227
2860,2.0,78.01379924664572,76.68194721885853,3.0,1,1.0,2014,0.006076152,1,1,30,5285,0,6,6,1,0,1,0,0,26.0,0,0,234208.25248019656,183654.6970119634,404201.9337379832
2861,1.0,45.95565469409171,24.830058660713316,8.0,7,12.0,1983,0.122190486,1,1,25,4724,2,1,3,1,0,1,0,0,46.0,0,0,189283.79775376833,231293.38628897647,203114.6251550391
2862,2.0,50.975325180138114,29.590868743344565,8.0,11,12.0,1984,0.093442564,1,1,23,4635,5,2,4,1,0,0,0,0,34.0,0,0,227089.7360381992,232825.53906714258,250146.26345236957
2863,2.0,69.08753774492892,56.08753774492892,10.0,8,8.0,1977,7.81528e-05,1,1,22,6398,141,3,23,1,0,1,0,1,152.0,0,1,177872.2651876468,192538.8720151198,182941.9122549625
2864,2.0,45.60113015459636,27.00292066617168,6.0,2,9.0,1975,0.100455735,1,1,43,7227,0,1,6,0,0,0,0,0,41.0,0,0,217119.1999410041,180026.27472052464,203877.33683272367
2865,3.0,64.50884986749395,48.81524511108652,6.0,5,12.0,1974,0.0077202819999999,1,1,38,4788,2,0,4,1,0,0,0,0,15.0,0,0,269357.186338761,188753.1630208684,257408.31350436484
2866,2.0,48.5871044312415,32.01652690801431,6.0,6,9.0,1980,0.037177818,1,1,52,11217,1,1,7,1,0,0,0,0,43.0,0,0,227865.9901598276,192538.8720151198,213999.30608641464
2867,2.0,55.63884113874912,34.071084858129375,9.0,16,17.0,2000,0.090799103,1,1,74,19083,2,5,15,1,0,0,0,0,66.0,0,0,235975.23254751437,266407.1771777748,244663.0800649844
2868,2.0,45.32893674924416,29.148969745306143,6.0,6,9.0,1970,0.0,1,1,47,11319,0,3,5,1,0,0,0,0,78.0,0,0,212027.90507381962,192538.8720151198,205963.92592518686
2869,1.0,39.90591905013406,22.841937725802868,10.0,18,22.0,1999,0.090799103,1,1,74,19083,2,5,15,1,0,0,0,0,66.0,0,0,185169.18572935258,266407.1771777748,184001.1217349287
2870,3.0,98.98353911990311,95.04910983790568,3.0,17,19.0,2015,0.019508796,1,1,37,7687,11,5,5,1,0,1,0,0,52.0,0,0,474866.0821208708,218538.048236916,485744.3394229011
2871,2.0,62.364699507131895,34.54200383382101,12.0,2,10.0,2003,0.31019913,1,1,11,2748,1,0,0,1,0,0,0,0,106.0,0,1,162550.15731117668,238247.4214977755,200393.4099650952
2872,1.0,40.9583397249237,19.616120390003044,8.0,9,16.0,1981,0.236108458,1,1,16,3893,27,3,10,1,0,0,0,0,13.0,0,0,170148.6085345719,231293.38628897647,193562.09226018362
2873,3.0,78.37488475899826,72.37488475899826,3.0,25,25.0,1977,0.075778755,1,1,6,1437,3,0,2,1,0,0,0,1,377.0,0,1,155760.41968882288,175836.38525932154,198316.9783932049
2874,3.0,82.97032049027008,51.67526892798937,8.0,10,14.0,1990,0.090799103,1,1,74,19083,2,5,15,1,0,0,0,0,66.0,0,0,324328.04766366305,232825.53906714258,328396.7292137841
2875,2.0,44.498801405388136,31.44981586334553,5.0,4,9.0,1972,0.282797669,1,1,33,8667,2,0,6,1,0,0,0,0,37.0,0,0,218489.4047424709,188753.1630208684,208957.47432243993
2876,3.0,62.06653178056656,44.19000970132434,6.0,7,9.0,1973,0.012338886,1,1,35,5776,1,2,4,1,0,0,0,0,66.0,0,0,219896.8919828708,192538.8720151198,207114.56617366392
2877,2.0,62.939308774026365,64.61850100040273,3.0,10,17.0,2017,0.2432045189999999,1,1,5,1564,0,0,0,1,0,0,0,0,333.0,0,1,178456.9735752324,173987.19085325956,174161.11709478937
2878,1.0,37.357989544334266,17.785678488988694,7.0,7,7.0,2000,0.007658515,1,1,35,7077,56,3,19,1,0,0,0,0,4.0,0,0,179940.39408543007,231293.38628897647,180138.50548265883
2879,3.0,80.05045608929314,55.02680210642559,8.0,3,8.0,1962,0.174739084,1,1,17,3379,9,0,3,1,0,0,0,0,3.0,0,0,243250.62331044863,180026.27472052464,302870.2657945806
2880,3.0,73.09816144493715,70.5286918492236,7.0,8,8.0,1961,0.019508796,1,1,37,7687,11,5,5,1,0,0,0,0,16.0,0,0,390166.3123677511,192538.8720151198,416696.35199423356
2881,3.0,107.26140330876824,95.26140330876824,9.0,4,17.0,2013,0.006076152,1,1,30,5285,0,6,6,1,0,0,0,1,26.0,0,0,410554.5978477674,170847.41676632906,447707.37605380616
2882,2.0,72.30896949540383,72.57668671318004,3.0,8,17.0,2014,0.042031587,1,1,37,6856,84,2,5,1,0,0,0,0,8.0,0,0,267166.92466511327,171058.5197985668,344452.3749150849
2883,2.0,52.12541346590567,33.65406132469541,8.0,5,12.0,1980,0.0077202819999999,1,1,38,4788,2,0,4,1,0,0,0,0,15.0,0,0,221518.14516557023,188753.1630208684,225630.85998475962
2884,2.0,55.12014620381521,35.618127179571864,8.0,8,8.0,1960,0.049863387,1,1,18,3746,9,3,1,1,0,0,0,0,19.0,0,0,234032.83622820096,192538.8720151198,302776.7344741505
2885,2.0,47.50625975196685,29.536417022432826,5.0,2,5.0,1961,0.042031587,1,1,37,6856,84,2,5,1,0,0,0,0,7.0,0,0,66421.73669087405,180026.27472052464,111866.89713400908
2886,1.0,42.916845872695546,21.093891122528827,6.0,10,15.0,2018,0.072157581,1,1,2,629,1,0,0,0,0,0,0,0,578.0,0,1,117801.20493288733,173987.19085325956,146403.57557144796
2887,1.0,35.77442664027005,20.86016754693631,6.0,7,9.0,1970,0.210473241,1,1,11,2398,2,3,0,1,0,0,0,0,7.0,0,0,175652.67601761158,192538.8720151198,167603.90785658368
2888,1.0,35.1465209872266,23.86211230003187,6.0,5,9.0,1976,0.002211665,1,1,39,7614,3,1,5,0,0,1,0,0,22.0,0,0,208334.28723728174,188753.1630208684,170367.2916029017
2889,2.0,43.542745218512096,27.841179037582503,5.0,3,5.0,1964,0.0,1,1,33,7425,1,2,5,1,0,0,0,0,10.0,0,0,241027.43189482603,180026.27472052464,216456.15801646485
2890,4.0,77.69972605308722,51.65130297357904,8.0,2,12.0,1977,0.069660344,1,1,31,6119,4,1,2,1,0,0,0,0,38.0,0,0,448706.9029203185,180026.27472052464,409394.7546074013
2891,1.0,38.00721706717951,20.94000439390626,10.0,5,9.0,1971,0.4288258179999999,1,1,25,5011,8,0,2,1,0,0,0,0,45.0,0,0,156375.02000227175,188753.1630208684,158601.4951067063
2892,1.0,33.25521536544214,18.0162602507066,6.0,8,9.0,1973,0.050900058,1,1,43,10621,1,2,3,1,0,0,0,0,50.0,0,0,148565.0565610389,192538.8720151198,146621.54404872048
2893,1.0,43.21995087341279,21.929071637354618,8.0,14,14.0,1986,0.041124634,1,1,46,9515,5,1,10,1,0,0,0,0,64.0,0,0,204782.61167230003,232825.53906714258,204334.8867748311
2894,2.0,55.03129296994047,55.77806517493887,3.0,4,12.0,2017,0.005767451,1,1,1,388,0,0,0,1,0,0,0,0,377.0,0,1,143681.1841476016,170847.41676632906,89437.74329317221
2895,1.0,19.166821160129555,14.86517237568946,3.0,5,5.0,1965,0.149666373,1,1,22,4789,2,4,1,1,0,1,0,0,60.0,0,0,157290.1916921251,188753.1630208684,120490.41972061351
2896,1.0,37.15939167672687,21.55296261756529,6.0,5,9.0,1981,6.99893e-05,1,1,46,10309,1,1,16,1,0,0,0,0,55.0,0,0,177741.0988482532,227067.53387831067,173133.94862709864
2897,1.0,41.38516689233557,17.441228719064224,8.0,14,17.0,2011,0.006076152,1,1,30,5285,0,6,6,1,0,0,0,0,35.0,0,0,147258.73661700048,173987.19085325956,124761.0730673243
2898,1.0,38.59641962956244,22.11389193034768,9.0,1,14.0,1972,0.012338886,1,1,35,5776,1,2,4,1,0,0,0,0,66.0,0,0,152686.7705920468,178342.56686107177,156594.34507813447
2899,2.0,64.60993058204129,63.33484751189442,3.0,14,17.0,1977,0.371148999,1,1,34,7065,1,2,5,1,0,0,0,0,102.0,0,1,170900.2142682733,184486.69433545138,173720.93815969524
2900,1.0,36.655696023683504,24.84606339721732,6.0,5,9.0,1984,0.133215333,1,1,49,11395,3,3,4,0,0,0,0,0,77.0,0,0,167947.2716239246,227067.53387831067,167315.62373370965
2901,2.0,39.594201899786405,25.09839501890793,5.0,5,5.0,1977,0.136244425,1,1,11,2370,0,0,1,1,0,0,0,0,197.0,0,1,189407.4278287192,188753.1630208684,162513.0731972322
2902,1.0,42.5163353717777,32.5163353717777,7.0,13,17.0,1977,0.2432045189999999,1,1,5,1564,0,0,0,1,0,0,0,1,333.0,0,1,131151.38600978858,184486.69433545138,125161.522802497
